contig_id	gc_fraction	gc_percent	coverage	coverage_log10	length_bp	kraken_status	taxon_label	kraken_length	taxid	broad_taxon
NODE_48613_length_82_cov_195.400000	0.439	43.9	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48614_length_82_cov_185.200000	0.4268	42.68	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48615_length_82_cov_175.000000	0.4512	45.12	4.5	0.740362689494244	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48616_length_82_cov_155.200000	0.4878	48.78	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48617_length_82_cov_149.400000	0.5488	54.88	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48618_length_82_cov_147.400000	0.5244	52.44	1.5244	0.402158171502738	82	C	Cytobacillus firmus (taxid 1399)	82	1399	Other classified
NODE_48619_length_82_cov_138.600000	0.4146	41.46	6.3415	0.865784803126931	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48620_length_82_cov_133.800000	0.5488	54.88	5.7561	0.829696069129696	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48621_length_82_cov_124.800000	0.7439	74.39	0	0	82	U	unclassified (taxid 0)	82	0	Unclassified
NODE_48622_length_82_cov_116.200000	0.6707	67.07	9.6341	1.02670073997703	82	C	Bacillus paralicheniformis (taxid 1648923)	82	1648923	Bacillus
NODE_48623_length_82_cov_113.400000	0.561	56.1	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48624_length_82_cov_113.200000	0.4756	47.56	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48625_length_82_cov_112.200000	0.6829	68.29	6.622	0.882068944436148	82	C	Bacillus paralicheniformis (taxid 1648923)	82	1648923	Bacillus
NODE_48626_length_82_cov_102.600000	0.5488	54.88	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48627_length_82_cov_94.000000	0.4512	45.12	13.5732	1.16355492512279	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48628_length_82_cov_91.800000	0.5366	53.66	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48629_length_82_cov_91.600000	0.3537	35.37	0	0	82	C	Bacillus sp. PK6-013 (taxid 2937848)	82	2937848	Bacillus
NODE_48630_length_82_cov_80.800000	0.4634	46.34	7.4512	0.92691837952683	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48631_length_82_cov_79.000000	0.4268	42.68	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48632_length_82_cov_77.800000	0.5854	58.54	0	0	82	C	Enhydrobacter sp. (taxid 1894999)	82	1894999	Other classified
NODE_48633_length_82_cov_75.400000	0.3293	32.93	5.9024	0.839000123422451	82	C	Bacillus paralicheniformis (taxid 1648923)	82	1648923	Bacillus
NODE_48634_length_82_cov_72.200000	0.3902	39.02	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48635_length_82_cov_63.400000	0.4024	40.24	5.8415	0.835151331296619	82	U	unclassified (taxid 0)	82	0	Unclassified
NODE_48636_length_82_cov_42.400000	0.3659	36.59	0	0	82	C	Bacillus (taxid 1386)	82	1386	Bacillus
NODE_48637_length_82_cov_31.000000	0.5122	51.22	0	0	82	C	Cytobacillus firmus (taxid 1399)	82	1399	Other classified
NODE_48638_length_82_cov_27.800000	0.4512	45.12	0.7439	0.241521577676051	82	C	Vibrio navarrensis (taxid 29495)	82	29495	Vibrio
NODE_48639_length_81_cov_44417.000000	0.5185	51.85	0.9506	0.29016821987977	81	C	Bacteria (taxid 2)	81	2	Other classified
NODE_48640_length_81_cov_26395.000000	0.5309	53.09	1.642	0.421932813278508	81	C	Caryophanales (taxid 1385)	81	1385	Other classified
NODE_48641_length_81_cov_26384.000000	0.5432	54.32	301.0988	2.48014900016764	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48642_length_81_cov_25685.500000	0.5062	50.62	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48643_length_81_cov_25592.500000	0.4938	49.38	6.8889	0.897016450961688	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48644_length_81_cov_24512.750000	0.5926	59.26	2.8889	0.589826775750555	81	C	Bacteria (taxid 2)	81	2	Other classified
NODE_48645_length_81_cov_16749.500000	0.5926	59.26	639.6296	2.80660700117088	81	C	Caryophanales (taxid 1385)	81	1385	Other classified
NODE_48646_length_81_cov_16044.250000	0.3827	38.27	4.3951	0.731999498888382	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48647_length_81_cov_15092.250000	0.4938	49.38	1.2963	0.361028625813672	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48648_length_81_cov_14722.250000	0.3951	39.51	5.2469	0.795664553841684	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48649_length_81_cov_14356.250000	0.6914	69.14	28.7407	1.47335118619534	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48650_length_81_cov_14197.500000	0.5556	55.56	8.1235	0.960161476386389	81	C	Bacillaceae (taxid 186817)	81	186817	Other classified
NODE_48651_length_81_cov_13418.500000	0.5926	59.26	1375.5309	3.13878596476594	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48652_length_81_cov_10877.250000	0.5062	50.62	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48653_length_81_cov_10489.000000	0.679	67.9	242.0864	2.3857606619689	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48654_length_81_cov_10221.750000	0.6173	61.73	34.2963	1.54772918205064	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48655_length_81_cov_10130.500000	0.5432	54.32	1.5432	0.405380514906716	81	C	Caryophanales (taxid 1385)	81	1385	Other classified
NODE_48656_length_81_cov_10014.000000	0.679	67.9	21.7778	1.35751177531816	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48657_length_81_cov_9616.750000	0.5432	54.32	638.7284	2.80599563114512	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48658_length_81_cov_9469.500000	0.7037	70.37	16.9012	1.2528821447179	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48659_length_81_cov_7064.500000	0.4568	45.68	13.358	1.15709394899708	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48660_length_81_cov_6706.750000	0.5802	58.02	7.9753	0.953048973814936	81	C	Bacteria (taxid 2)	81	2	Other classified
NODE_48661_length_81_cov_5387.000000	0.4444	44.44	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48662_length_81_cov_5269.500000	0.6543	65.43	28.6667	1.4722692398963	81	C	Bacillus swezeyi (taxid 1925020)	81	1925020	Bacillus
NODE_48663_length_81_cov_5205.500000	0.6667	66.67	11.0864	1.08229696314743	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48664_length_81_cov_5178.750000	0.4691	46.91	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48665_length_81_cov_5011.250000	0.6543	65.43	15.4815	1.216996734793	81	C	Bacillus cereus (taxid 1396)	81	1396	Bacillus
NODE_48666_length_81_cov_4974.250000	0.642	64.2	3.5679	0.659716587811442	81	C	Bacillus maqinnsis (taxid 3229854)	81	3229854	Bacillus
NODE_48667_length_81_cov_4773.000000	0.6543	65.43	5.2099	0.793084606650354	81	C	Bacillus maqinnsis (taxid 3229854)	81	3229854	Bacillus
NODE_48668_length_81_cov_4758.000000	0.6667	66.67	7.0617	0.906426632719445	81	C	Bacillus cereus (taxid 1396)	81	1396	Bacillus
NODE_48669_length_81_cov_4717.000000	0.4321	43.21	1.7654	0.441757958508164	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48670_length_81_cov_4501.000000	0.679	67.9	61.5802	1.7964369467737	81	C	Bacillus maqinnsis (taxid 3229854)	81	3229854	Bacillus
NODE_48671_length_81_cov_4373.750000	0.6667	66.67	26.1358	1.43354262969158	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48672_length_81_cov_4137.750000	0.6914	69.14	26.3333	1.43669206803631	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48673_length_81_cov_4062.500000	0.4938	49.38	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48674_length_81_cov_3110.000000	0.3951	39.51	0.9753	0.29563306373476	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48675_length_81_cov_2826.750000	0.358	35.8	0.7284	0.237644257639193	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48676_length_81_cov_1250.250000	0.4074	40.74	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48677_length_81_cov_628.000000	0.6543	65.43	1.6173	0.417853505168476	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48678_length_81_cov_594.750000	0.642	64.2	0	0	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48679_length_81_cov_534.250000	0.2593	25.93	0.8395	0.264699792167146	81	U	unclassified (taxid 0)	81	0	Unclassified
NODE_48680_length_81_cov_525.000000	0.4815	48.15	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48681_length_81_cov_453.500000	0.5556	55.56	3.3333	0.636818756847541	81	C	Bacillota (taxid 1239)	81	1239	Other classified
NODE_48682_length_81_cov_441.250000	0.4198	41.98	3.7407	0.67584247325464	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48683_length_81_cov_400.500000	0.4198	41.98	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48684_length_81_cov_354.000000	0.3457	34.57	30.1235	1.49308842974489	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48685_length_81_cov_345.000000	0.5679	56.79	5.0741	0.783481937580714	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48686_length_81_cov_322.250000	0.4938	49.38	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48687_length_81_cov_320.750000	0.4691	46.91	1	0.301029995663981	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48688_length_81_cov_302.750000	0.5062	50.62	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48689_length_81_cov_294.000000	0.358	35.8	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48690_length_81_cov_279.250000	0.4938	49.38	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48691_length_81_cov_272.500000	0.3827	38.27	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48692_length_81_cov_243.250000	0.5062	50.62	2.0494	0.484214395962196	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48693_length_81_cov_218.250000	0.3704	37.04	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48694_length_81_cov_208.250000	0.4198	41.98	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48695_length_81_cov_203.750000	0.3951	39.51	12.037	1.11517766552625	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48696_length_81_cov_202.250000	0.3457	34.57	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48697_length_81_cov_201.250000	0.4074	40.74	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48698_length_81_cov_191.000000	0.5185	51.85	51.4568	1.71980179397965	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48699_length_81_cov_187.250000	0.4815	48.15	5.9383	0.841253074048533	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48700_length_81_cov_179.000000	0.3827	38.27	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48701_length_81_cov_176.750000	0.5185	51.85	5.8395	0.835024353887074	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48702_length_81_cov_173.250000	0.4691	46.91	0.679	0.225050696138049	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48703_length_81_cov_168.000000	0.4938	49.38	6	0.845098040014257	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48704_length_81_cov_165.750000	0.284	28.4	0	0	81	U	unclassified (taxid 0)	81	0	Unclassified
NODE_48705_length_81_cov_149.750000	0.4691	46.91	0.7284	0.237644257639193	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48706_length_81_cov_147.500000	0.5185	51.85	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48707_length_81_cov_143.250000	0.4198	41.98	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48708_length_81_cov_132.750000	0.642	64.2	4.4938	0.739872845023131	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48709_length_81_cov_132.500000	0.2469	24.69	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48710_length_81_cov_129.250000	0.5309	53.09	18.2346	1.2840831592106	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48711_length_81_cov_124.500000	0.4198	41.98	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48712_length_81_cov_115.250000	0.3951	39.51	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48713_length_81_cov_114.750000	0.4074	40.74	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48714_length_81_cov_108.000000	0.5679	56.79	6.321	0.86457040685343	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48715_length_81_cov_106.000000	0.6667	66.67	3.2963	0.633094599459565	81	C	Bacillus maqinnsis (taxid 3229854)	81	3229854	Bacillus
NODE_48716_length_81_cov_102.000000	0.4321	43.21	0	0	81	C	Bacillus halotolerans (taxid 260554)	81	260554	Bacillus
NODE_48717_length_81_cov_94.000000	0.5185	51.85	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48718_length_81_cov_94.000000	0.679	67.9	0	0	81	U	unclassified (taxid 0)	81	0	Unclassified
NODE_48719_length_81_cov_92.250000	0.4938	49.38	0.8272	0.261786086565754	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48720_length_81_cov_87.500000	0.6914	69.14	9.1111	1.00479840563482	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48721_length_81_cov_81.000000	0.358	35.8	0.3951	0.144605338714744	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48722_length_81_cov_77.750000	0.642	64.2	3.8272	0.683695292830913	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48723_length_81_cov_75.250000	0.5679	56.79	7.6914	0.939089737703339	81	C	Bacillota (taxid 1239)	81	1239	Other classified
NODE_48724_length_81_cov_70.500000	0.2593	25.93	0	0	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48725_length_81_cov_68.500000	0.5062	50.62	1.4938	0.396861620602315	81	C	Bacteria (taxid 2)	81	2	Other classified
NODE_48726_length_81_cov_64.250000	0.3457	34.57	0.7284	0.237644257639193	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48727_length_81_cov_60.500000	0.642	64.2	8.2469	0.965996161004687	81	C	Bacillus cereus (taxid 1396)	81	1396	Bacillus
NODE_48728_length_81_cov_49.000000	0.4444	44.44	0	0	81	C	Vibrio vulnificus (taxid 672)	81	672	Vibrio
NODE_48729_length_81_cov_48.000000	0.6667	66.67	2.3951	0.53085257060727	81	C	Bacillus cereus (taxid 1396)	81	1396	Bacillus
NODE_48730_length_81_cov_46.000000	0.5309	53.09	25.2222	1.41866912548445	81	C	Bacillus (taxid 1386)	81	1386	Bacillus
NODE_48731_length_81_cov_33.000000	0.6049	60.49	0.5556	0.191897934475422	81	C	Vibrio vulnificus (taxid 672)	81	672	Vibrio
NODE_48732_length_81_cov_31.000000	0.679	67.9	17.0247	1.25586804512912	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48733_length_81_cov_28.500000	0.6667	66.67	6.1358	0.853442669266946	81	C	Bacillus paralicheniformis (taxid 1648923)	81	1648923	Bacillus
NODE_48734_length_81_cov_8.750000	0.2469	24.69	1	0.301029995663981	81	U	unclassified (taxid 0)	81	0	Unclassified
NODE_48735_length_81_cov_8.250000	0.3333	33.33	0	0	81	C	Vibrio (taxid 662)	81	662	Vibrio
NODE_48736_length_80_cov_28798.333333	0.6	60	0	0	80	C	Caryophanales (taxid 1385)	80	1385	Other classified
NODE_48737_length_80_cov_25628.666667	0.5875	58.75	0.8	0.255272505103306	80	C	Bacteria (taxid 2)	80	2	Other classified
NODE_48738_length_80_cov_23666.333333	0.6375	63.75	2.075	0.487845120111436	80	C	Bacteria (taxid 2)	80	2	Other classified
NODE_48739_length_80_cov_20430.333333	0.5	50	30.325	1.49589107966619	80	C	Bacteria (taxid 2)	80	2	Other classified
NODE_48740_length_80_cov_18893.000000	0.3125	31.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48741_length_80_cov_13942.666667	0.425	42.5	475.075	2.67767537608254	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48742_length_80_cov_13663.000000	0.6875	68.75	17.0875	1.25737854412709	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48743_length_80_cov_13019.000000	0.7125	71.25	148.0625	2.17336840072021	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48744_length_80_cov_12626.666667	0.6875	68.75	25.675	1.42610442809651	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48745_length_80_cov_11698.333333	0.5375	53.75	13.375	1.15760785336167	80	C	Bacillati (taxid 1783272)	80	1783272	Other classified
NODE_48746_length_80_cov_11439.666667	0.55	55	12.9875	1.14574009953641	80	C	Bacteria (taxid 2)	80	2	Other classified
NODE_48747_length_80_cov_10380.333333	0.7125	71.25	16.5625	1.24458633724916	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48748_length_80_cov_10179.666667	0.675	67.5	12.625	1.13433651094868	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48749_length_80_cov_9971.333333	0.6625	66.25	31.3125	1.50937056043802	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48750_length_80_cov_9042.333333	0.7125	71.25	26.95	1.44638181222244	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48751_length_80_cov_8856.666667	0.65	65	16.275	1.23741805604624	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48752_length_80_cov_6750.333333	0.6625	66.25	43.2875	1.64628116534123	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48753_length_80_cov_6681.666667	0.675	67.5	23.1125	1.38224224065194	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48754_length_80_cov_6296.000000	0.6625	66.25	0.4625	0.165095874754218	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48755_length_80_cov_6168.666667	0.3875	38.75	0.675	0.224014811372864	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48756_length_80_cov_6002.666667	0.5	50	2.7125	0.569666462325269	80	C	Bacillota (taxid 1239)	80	1239	Other classified
NODE_48757_length_80_cov_5818.333333	0.6625	66.25	15.0875	1.20648855991244	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48758_length_80_cov_5784.666667	0.3875	38.75	1	0.301029995663981	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48759_length_80_cov_5686.000000	0.6625	66.25	20.0625	1.32350991821541	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48760_length_80_cov_5597.666667	0.6625	66.25	21.2625	1.3475739324713	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48761_length_80_cov_5555.333333	0.6625	66.25	16.5375	1.24396768403642	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48762_length_80_cov_5534.333333	0.3625	36.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48763_length_80_cov_5507.666667	0.675	67.5	18.1125	1.28131749842038	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48764_length_80_cov_5477.666667	0.6625	66.25	24.65	1.40908736944783	80	C	Bacillus swezeyi (taxid 1925020)	80	1925020	Bacillus
NODE_48765_length_80_cov_5472.666667	0.65	65	16.4875	1.24272772749988	80	C	Bacillus swezeyi (taxid 1925020)	80	1925020	Bacillus
NODE_48766_length_80_cov_5467.333333	0.6625	66.25	9.45	1.01911629044707	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48767_length_80_cov_5452.000000	0.6625	66.25	11.2	1.08635983067475	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48768_length_80_cov_5450.666667	0.6625	66.25	34.8125	1.55403463931147	80	C	Bacillus swezeyi (taxid 1925020)	80	1925020	Bacillus
NODE_48769_length_80_cov_5415.333333	0.6625	66.25	18.3625	1.28696143076726	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48770_length_80_cov_5234.000000	0.4125	41.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48771_length_80_cov_5108.000000	0.5875	58.75	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48772_length_80_cov_4957.000000	0.675	67.5	3.7375	0.675549222976129	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48773_length_80_cov_4910.000000	0.4125	41.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48774_length_80_cov_4746.000000	0.4125	41.25	3.75	0.676693609624867	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48775_length_80_cov_4699.000000	0.7	70	19.1875	1.30508253967518	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48776_length_80_cov_4683.000000	0.6625	66.25	66.2875	1.82793439282374	80	C	Bacillus haynesii (taxid 1925021)	80	1925021	Bacillus
NODE_48777_length_80_cov_4530.000000	0.6625	66.25	18.4	1.28780172993023	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48778_length_80_cov_4442.666667	0.7	70	59.1625	1.77932587468541	80	C	Bacillus maqinnsis (taxid 3229854)	80	3229854	Bacillus
NODE_48779_length_80_cov_4441.000000	0.65	65	11.325	1.09078692794927	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48780_length_80_cov_4407.000000	0.375	37.5	15.2625	1.21118730956964	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48781_length_80_cov_4345.333333	0.675	67.5	303.3	2.48330195235817	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48782_length_80_cov_4339.666667	0.6875	68.75	14.2375	1.18291371862644	80	C	Bacillus maqinnsis (taxid 3229854)	80	3229854	Bacillus
NODE_48783_length_80_cov_4313.000000	0.6625	66.25	32.525	1.52536878652364	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48784_length_80_cov_4282.000000	0.6875	68.75	19.725	1.31649453922231	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48785_length_80_cov_4245.333333	0.675	67.5	22.25	1.36642295722597	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48786_length_80_cov_4221.666667	0.6625	66.25	39.5125	1.60758904404027	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48787_length_80_cov_4181.333333	0.3375	33.75	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48788_length_80_cov_4169.000000	0.7125	71.25	6.95	0.90036712865647	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48789_length_80_cov_4057.000000	0.6625	66.25	15.7	1.22271647114758	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48790_length_80_cov_3971.666667	0.4625	46.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48791_length_80_cov_3859.333333	0.325	32.5	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48792_length_80_cov_3848.666667	0.325	32.5	4.0625	0.704365036222725	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48793_length_80_cov_3761.333333	0.4125	41.25	13.375	1.15760785336167	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48794_length_80_cov_3606.000000	0.6625	66.25	36.125	1.56966646232527	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48795_length_80_cov_3483.666667	0.65	65	18.625	1.29280966541729	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48796_length_80_cov_3392.666667	0.6625	66.25	11.15	1.08457627793433	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48797_length_80_cov_3204.333333	0.575	57.5	4.9875	0.77724552642262	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48798_length_80_cov_2960.333333	0.4125	41.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48799_length_80_cov_2753.666667	0.675	67.5	17.35	1.26363606858811	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48800_length_80_cov_2699.333333	0.675	67.5	24	1.39794000867204	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48801_length_80_cov_2678.666667	0.675	67.5	13.275	1.15457611691789	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48802_length_80_cov_2655.666667	0.6625	66.25	12.825	1.14066513997674	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48803_length_80_cov_2627.666667	0.45	45	1.7125	0.433369746856586	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48804_length_80_cov_2553.333333	0.675	67.5	20.9375	1.3411871338099	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48805_length_80_cov_2540.333333	0.4625	46.25	0	0	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48806_length_80_cov_2445.000000	0.425	42.5	1.825	0.451018452155457	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48807_length_80_cov_2371.000000	0.6625	66.25	33.9125	1.54298094870906	80	C	Bacillus paralicheniformis (taxid 1648923)	80	1648923	Bacillus
NODE_48808_length_80_cov_2332.333333	0.5375	53.75	0.6625	0.220761653975142	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48809_length_80_cov_2224.000000	0.45	45	0.95	0.290034611362518	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48810_length_80_cov_2206.666667	0.65	65	11.4	1.09342168516224	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
NODE_48811_length_80_cov_2013.666667	0.4375	43.75	1.225	0.34733001531695	80	C	Bacillus (taxid 1386)	80	1386	Bacillus
